Volcano Number,Volcano Name,Country,Volcanic Region Group,Volcanic Region,Volcano Landform,Primary Volcano Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (m),Tectonic Setting,Major Rock 1,Major Rock 2,Major Rock 3,Major Rock 4,Major Rock 5,Minor Rock 1,Minor Rock 2,Minor Rock 3,Minor Rock 4,Minor Rock 5,Population within 5 km,Population within 10 km,Population within 30 km,Population within 100 km
257090,Traitor's Head,Vanuatu,Southwest Pacific Volcanic Regions,Vanuatu Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1881,-18.754,169.238,817,Subduction zone / Intermediate crust (15-25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,207,380,7007,30651
312160,Trident,United States,North America Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1974,58.236,-155.1,1864,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,0,0,117
386010,Tristan da Cunha,United Kingdom,Atlantic Ocean Volcanic Regions,Southern Atlantic Volcano Group,Shield,Shield,Eruption Observed,1962,-37.092,-12.28,2060,Rift zone / Oceanic crust (< 15 km),Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, ,Phonolite, , , , ,12,12,12,32
360100,"Trois Pitons, Morne",Dominica,Middle America-Caribbean Volcanic Regions,Lesser Antilles Volcanic Arc,Composite,Complex,Eruption Dated,920,15.37,-61.33,1387,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite, , , , , , , , , ,2493,29522,62348,687847
357072,Tromen Volcanic Plateau,Argentina,South America Volcanic Regions,Southern Andean Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1822,-37.144,-70.033,4114,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt,Rhyolite, , , , , , ,12,196,2928,47403
358011,Tronador,Chile-Argentina,South America Volcanic Regions,Southern Andean Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,-41.157,-71.885,3478,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,7,106,1293,380976
373040,Tungnafellsjokull,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Volcanic Province,Composite,Stratovolcano,Evidence Credible,Unknown,64.75,-17.916,1523,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Rhyolite, , , , , , , , ,0,0,0,927
302050,Tunkin Depression,Russia,Eastern Asia Volcanic Regions,Baikal Rift Volcanic Province,Cluster,Volcanic field,Evidence Uncertain,Unknown,51.5,102.5,1200,Rift zone / Continental crust (>25 km),Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , , , , , , ,431,431,6533,63490
357010,Tupungatito,Chile-Argentina,South America Volcanic Regions,Southern Andean Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1987,-33.425,-69.797,5660,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,612,923,6161,6169105
345070,Turrialba,Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2022,10.025,-83.767,3340,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,1891,6867,672428,3390544
244020,Tutuila,United States,Southern Pacific Volcanic Regions,Samoan Hotspot Volcano Group,Cluster,Tuff cone(s),Eruption Dated,440,-14.2903,-170.7019,653,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Trachyte / Trachydacite, , , , , , , ,16653,49763,56239,67387
354040,Tutupaca,Peru,South America Volcanic Regions,Central Andean Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1802,-17.026,-70.372,5801,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Rhyolite,Trachyte / Trachydacite, , , , , , , ,18,1125,21124,213931
320031,Tuya Volcanic Field,Canada,North America Volcanic Regions,Northern Cordilleran Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,59.37,-130.58,2123,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt,Foidite, , , , , , , , ,0,0,0,665
355150,Tuzgle,Argentina,South America Volcanic Regions,Central Andean Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,-24.05,-66.48,5486,Subduction zone / Continental crust (>25 km),Dacite,Andesite / Basaltic Andesite, , , , , , , , ,42,217,4740,22953
323160,Ubehebe Craters,United States,North America Volcanic Regions,Basin and Range Volcanic Province,Minor,Maar(s),Eruption Dated,-150,37.02,-117.45,752,Rift zone / Continental crust (>25 km),Basalt / Picro-Basalt, , , , , , , , , ,18,94,262,15354
300241,Udina,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano(es),Evidence Credible,Unknown,55.758,160.527,2886,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,0,2,63,10334
302030,Udokan Plateau,Russia,Eastern Asia Volcanic Regions,Baikal Rift Volcanic Province,Cluster,Volcanic field,Eruption Dated,-220,56.28,117.77,2180,Rift zone / Continental crust (>25 km),Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyte / Trachydacite,Foidite,Trachyandesite / Basaltic Trachyandesite, , , , , ,12,12,62,4688
312130,Ugashik-Peulik,United States,North America Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1814,57.751,-156.368,1474,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite,Rhyolite, , , , , , ,0,0,0,102
329010,Uinkaret Field,United States,North America Volcanic Regions,Basin and Range Volcanic Province,Cluster,Volcanic field,Eruption Dated,1100,36.38,-113.13,1555,Rift zone / Continental crust (>25 km),Trachybasalt / Tephrite Basanite, , , , ,Basalt / Picro-Basalt, , , , ,92,92,170,149617
312131,Ukinrek Maars,United States,North America Volcanic Regions,Alaska Peninsula Volcanic Arc,Minor (Basaltic),Maar(s),Eruption Observed,1977,57.8344,-156.5203,91,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Dacite, , , , , , , , ,0,0,0,739
306030,Ulleungdo,South Korea,Eastern Asia Volcanic Regions,Central East Asia Volcanic Province,Composite,Stratovolcano,Eruption Dated,-2990,37.5,130.87,984,Intraplate / Continental crust (>25 km),Trachyandesite / Basaltic Trachyandesite,Phonolite, , , , , , , , ,7399,9210,9210,9210
251060,Umboi,Papua New Guinea,Southwest Pacific Volcanic Regions,Bismarck Volcanic Arc,Composite,Complex,Evidence Credible,Unknown,-5.592,147.892,1335,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,249,1127,5585,83275
282100,Unzendake,Japan,Western Pacific Volcanic Regions,Nankai Volcanic Arc,Composite,Complex,Eruption Observed,1996,32.761,130.299,1483,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,6979,76424,444737,7313362
244030,Upolu,Samoa,Southern Pacific Volcanic Regions,Samoan Hotspot Volcano Group,Shield,Shield,Evidence Credible,Unknown,-13.935,-171.72,1100,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt, , , , ,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, , ,680,13753,144419,198677
290191,Uratman,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,47.12,152.25,678,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite, , , , , , , , , ,3,9,20,33
300261,Ushkovsky,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Compound,Eruption Observed,1890,56.113,160.509,3943,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,0,0,292,12461
343081,Usulutan,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,13.419,-88.471,1449,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,22940,154864,610124,5434637
300170,Uzon,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Caldera,Caldera(s),Eruption Dated,200,54.4885,159.9741,1617,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite,Rhyolite, , , , , , ,0,0,294,9144
244000,Vailulu'u,United States,Southern Pacific Volcanic Regions,Samoan Hotspot Volcano Group,Shield,Shield,Eruption Observed,2003,-14.215,-169.058,-592,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,1387
214080,Vaiyots-Sar,Armenia,Arabia-Central Asia Volcanic Regions,Caucasus Volcanic Province,Minor (Basaltic),Pyroclastic cone(s),Eruption Dated,-2000,39.797,45.497,2575,Intraplate / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , , , , , , ,31477,31477,57079,1465950
233015,Vakinankaratra,Madagascar,Somalian-Antarctic Volcanic Regions,Central Madagascar Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,-19.85,46.942,2644,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite,Foidite,Andesite / Basaltic Andesite,Trachyte / Trachydacite,Phonolite, , , , , ,123192,123192,413328,5184370
290370,Vernadskii Ridge,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Minor,Pyroclastic cone(s),Evidence Credible,Unknown,50.55,155.97,1183,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,0,2,976,3064
372010,Vestmannaeyjar,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Volcanic Province,Cluster,Fissure vent(s),Eruption Observed,1973,63.416,-20.266,283,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt, , , , ,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , ,1685,1685,2188,17538
211020,Vesuvius,Italy,European Volcanic Regions,Italian Peninsula Volcanic Provinces,Composite,Stratovolcano,Eruption Observed,1944,40.821,14.426,1281,Subduction zone / Continental crust (>25 km),Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite, , , , , ,19162,675705,3907941,6009961
253030,Victory,Papua New Guinea,Southwest Pacific Volcanic Regions,Trobriand Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1935,-9.2003,149.072,1832,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt,Dacite, , , ,16,96,14042,116816
357120,Villarrica,Chile,South America Volcanic Regions,Southern Andean Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024,-39.42,-71.93,2847,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Rhyolite, , , , , , , ,477,1067,35118,667788
223050,Visoke,DR Congo-Rwanda,Eastern Africa Volcanic Regions,Albertine Rift Volcanic Province,Composite,Stratovolcano,Eruption Observed,1957,-1.458,29.485,3696,Rift zone / Continental crust (>25 km),Trachyandesite / Basaltic Trachyandesite, , , , , , , , , ,17165,88356,1162209,10953315
300059,Visokiy,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Cluster,Stratovolcano,Evidence Credible,Unknown,52.435,157.9332,1227,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt, , , , , , , , , ,0,0,30,232358
302040,Vitim Volcanic Field,Russia,Eastern Asia Volcanic Regions,Baikal Rift Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,53.75,113.25,1250,Unknown,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , ,Andesite / Basaltic Andesite, , , , ,669,669,669,10035
225020,"Voon, Tarso",Chad,Northern Africa Volcanic Regions,Tibesti Volcanic Province,Composite,Stratovolcano,Unrest / Holocene,Unknown,20.92,17.28,3100,Intraplate / Continental crust (>25 km),Trachyte / Trachydacite,Phonolite,Trachybasalt / Tephrite Basanite, , ,Trachyandesite / Basaltic Trachyandesite,Rhyolite, , , ,0,0,0,3220
211050,Vulcano,Italy,European Volcanic Regions,Aeolian Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1890,38.404,14.962,500,Subduction zone / Continental crust (>25 km),Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite,Rhyolite,Basalt / Picro-Basalt, , , , , ,2259,23059,86766,2093800
300221,Vysoky,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,Eruption Dated,-550,55.064,160.765,2129,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,0,0,123,3657
324030,Wapi Lava Field,United States,North America Volcanic Regions,Yellowstone-Snake River Hotspot Volcano Group,Shield,Shield,Eruption Dated,-300,42.8859,-113.2166,1597,Rift zone / Continental crust (>25 km),Basalt / Picro-Basalt, , , , , , , , , ,6,6,1394,172539
360101,"Watt, Morne",Dominica,Middle America-Caribbean Volcanic Regions,Lesser Antilles Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1997,15.307,-61.305,1224,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,1818,35821,63178,545352
320150,Wells Gray-Clearwater,Canada,North America Volcanic Regions,Interior Western Canada Volcanic Province,Cluster,Volcanic field,Eruption Dated,1550,52.33,-120.57,2576,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,716,716,716,18280
321060,West Crater,United States,North America Volcanic Regions,High Cascades Volcanic Arc,Cluster,Volcanic field,Eruption Dated,-5750,45.88,-122.08,1329,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,505,505,14359,2225092
210010,West Eifel Volcanic Field,Germany,European Volcanic Regions,Central European Volcanic Province,Cluster,Volcanic field,Eruption Dated,-8300,50.17,6.85,600,Rift zone / Continental crust (>25 km),Foidite, , , , ,Trachybasalt / Tephrite Basanite,Phonolite, , , ,94991,94991,232256,7945412
243130,West Mata,Tonga,Tonga-Kermadec Volcanic Regions,Northeast Lau Basin Volcano Group,Cluster,Fissure vent(s),Eruption Observed,2009,-15.1,-173.75,-1174,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite, , , , , , , , , ,0,0,0,1755
311340,Westdahl,United States,North America Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano?,Eruption Observed,1992,54.516,-164.65,1563,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Andesite / Basaltic Andesite, , ,Trachyte / Trachydacite,Dacite, , , ,0,0,0,305
241040,Whakaari/White Island,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2024,-37.52,177.18,294,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,5,5,5,190290
263270,Wilis,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-7.808,111.758,2563,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , , , , , , ,514,5376,2150615,21455776
252080,Witori,Papua New Guinea,Southwest Pacific Volcanic Regions,Bismarck Volcanic Arc,Caldera,Caldera,Eruption Observed,2012,-5.5745,150.5161,724,Subduction zone / Continental crust (>25 km),Dacite,Andesite / Basaltic Andesite,Rhyolite, , ,Basalt / Picro-Basalt, , , , ,24509,24509,37824,145382
315020,Wrangell,United States,North America Volcanic Regions,Wrangell Volcanic Arc,Shield,Shield,Eruption Observed,1912,62.006,-144.017,4278,Intraplate / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,0,0,1844
305030,Wudalianchi,China,Eastern Asia Volcanic Regions,Central East Asia Volcanic Province,Cluster,Volcanic field,Eruption Observed,1776,48.722,126.15,597,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite, , , , , , , , , ,57885,57885,136201,2164526
283070,Yakedake,Japan,Western Pacific Volcanic Regions,Nankai Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1995,36.227,137.587,2455,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,995,2995,156542,4595286
231080,"Yar, Jabal",Saudi Arabia,Arabia-Central Asia Volcanic Regions,Southwest Arabia Volcanic Province,Cluster,Volcanic field,Eruption Observed,1810,17.05,42.83,305,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt, , , , , , , , , ,292582,292582,574162,2204954
257100,Yasur,Vanuatu,Southwest Pacific Volcanic Regions,Vanuatu Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024,-19.532,169.447,361,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt, , , , ,3636,6068,24748,32427
300021,Yavinsky,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Stratovolcano,Eruption Dated,-4050,51.533,156.629,646,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt, , , , , , , , , ,30,595,1356,4813
343150,"Yojoa, Lago",Honduras,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Cluster,Volcanic field,Eruption Dated,-7638,14.964,-87.983,1060,Subduction zone / Continental crust (>25 km),Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite,Basalt / Picro-Basalt, , , , , , ,123374,123374,279991,3336190
282021,Yokoatejima,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1835,28.797,128.997,495,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite, , , , , , , , , ,62,64,72,72351
283031,Yokodake,Japan,Northwest Pacific Volcanic Regions,Northeast Japan Volcanic Arc,Composite,Stratovolcano(es),Eruption Dated,1200,36.087,138.32,2480,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,1920,11751,484929,6385773
